film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
788,"SHIP WONDERLAND","A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback",2006,1,NULL,5,2.99,104,15.99,R,Commentaries,"2006-02-15 05:03:42"
790,"SHOOTIST SUPERFLY","A Fast-Paced Story of a Crocodile And a A Shark who must Sink a Pioneer in Berlin",2006,1,NULL,6,0.99,67,22.99,PG-13,Trailers,"2006-02-15 05:03:42"
794,"SIDE ARK","A Stunning Panorama of a Crocodile And a Womanizer who must Meet a Feminist in The Canadian Rockies",2006,1,NULL,5,0.99,52,28.99,G,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
795,"SIEGE MADRE","A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft",2006,1,NULL,7,0.99,111,23.99,R,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
797,"SILENCE KANE","A Emotional Drama of a Sumo Wrestler And a Dentist who must Confront a Sumo Wrestler in A Baloon",2006,1,NULL,7,0.99,67,23.99,R,"Trailers,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
799,"SIMON NORTH","A Thrilling Documentary of a Technical Writer And a A Shark who must Face a Pioneer in A Shark Tank",2006,1,NULL,3,0.99,51,26.99,NC-17,"Trailers,Commentaries","2006-02-15 05:03:42"
805,"SLEEPLESS MONSOON","A Amazing Saga of a Moose And a Pastry Chef who must Escape a Butler in Australia",2006,1,NULL,5,4.99,64,12.99,G,"Trailers,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
811,"SMILE EARRING","A Intrepid Drama of a Teacher And a Butler who must Build a Pastry Chef in Berlin",2006,1,NULL,4,2.99,60,29.99,G,"Commentaries,Behind the Scenes","2006-02-15 05:03:42"
812,"SMOKING BARBARELLA","A Lacklusture Saga of a Mad Cow And a Mad Scientist who must Sink a Cat in A MySQL Convention",2006,1,NULL,7,0.99,50,13.99,PG-13,"Behind the Scenes","2006-02-15 05:03:42"
814,"SNATCH SLIPPER","A Insightful Panorama of a Woman And a Feminist who must Defeat a Forensic Psychologist in Berlin",2006,1,NULL,6,4.99,110,15.99,PG,Commentaries,"2006-02-15 05:03:42"
816,"SNOWMAN ROLLERCOASTER","A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse",2006,1,NULL,3,0.99,62,27.99,G,Trailers,"2006-02-15 05:03:42"
824,"SPARTACUS CHEAPER","A Thrilling Panorama of a Pastry Chef And a Secret Agent who must Overcome a Student in A Manhattan Penthouse",2006,1,NULL,4,4.99,52,19.99,NC-17,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
835,"SPY MILE","A Thrilling Documentary of a Feminist And a Feminist who must Confront a Feminist in A Baloon",2006,1,NULL,6,2.99,112,13.99,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
838,"STAGECOACH ARMAGEDDON","A Touching Display of a Pioneer And a Butler who must Chase a Car in California",2006,1,NULL,5,4.99,112,25.99,R,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
842,"STATE WASTELAND","A Beautiful Display of a Cat And a Pastry Chef who must Outrace a Mad Cow in A Jet Boat",2006,1,NULL,4,2.99,113,13.99,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
849,"STORM HAPPINESS","A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank",2006,1,NULL,6,0.99,57,28.99,NC-17,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
852,"STRANGELOVE DESIRE","A Awe-Inspiring Panorama of a Lumberjack And a Waitress who must Defeat a Crocodile in An Abandoned Amusement Park",2006,1,NULL,4,0.99,103,27.99,NC-17,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42"
854,"STRANGERS GRAFFITI","A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico",2006,1,NULL,4,4.99,119,22.99,R,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
859,"SUGAR WONKA","A Touching Story of a Dentist And a Database Administrator who must Conquer a Astronaut in An Abandoned Amusement Park",2006,1,NULL,3,4.99,114,20.99,PG,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
861,"SUIT WALLS","A Touching Panorama of a Lumberjack And a Frisbee who must Build a Dog in Australia",2006,1,NULL,3,4.99,111,12.99,R,Commentaries,"2006-02-15 05:03:42"
862,"SUMMER SCARFACE","A Emotional Panorama of a Lumberjack And a Hunter who must Meet a Girl in A Shark Tank",2006,1,NULL,5,0.99,53,25.99,G,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
867,"SUPER WYOMING","A Action-Packed Saga of a Pastry Chef And a Explorer who must Discover a A Shark in The Outback",2006,1,NULL,5,4.99,58,10.99,PG,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
868,"SUPERFLY TRIP","A Beautiful Saga of a Lumberjack And a Teacher who must Build a Technical Writer in An Abandoned Fun House",2006,1,NULL,5,0.99,114,27.99,PG,"Commentaries,Behind the Scenes","2006-02-15 05:03:42"
873,"SWEETHEARTS SUSPECTS","A Brilliant Character Study of a Frisbee And a Sumo Wrestler who must Confront a Woman in The Gulf of Mexico",2006,1,NULL,3,0.99,108,13.99,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
877,"TAXI KICK","A Amazing Epistle of a Girl And a Woman who must Outrace a Waitress in Soviet Georgia",2006,1,NULL,4,0.99,64,23.99,PG-13,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
883,"TEQUILA PAST","A Action-Packed Panorama of a Mad Scientist And a Robot who must Challenge a Student in Nigeria",2006,1,NULL,6,4.99,53,17.99,PG,"Commentaries,Behind the Scenes","2006-02-15 05:03:42"
888,"THIN SAGEBRUSH","A Emotional Drama of a Husband And a Lumberjack who must Build a Cat in Ancient India",2006,1,NULL,5,4.99,53,9.99,PG-13,"Behind the Scenes","2006-02-15 05:03:42"
889,"TIES HUNGER","A Insightful Saga of a Astronaut And a Explorer who must Pursue a Mad Scientist in A U-Boat",2006,1,NULL,3,4.99,111,28.99,R,"Deleted Scenes","2006-02-15 05:03:42"
891,"TIMBERLAND SKY","A Boring Display of a Man And a Dog who must Redeem a Girl in A U-Boat",2006,1,NULL,3,0.99,69,13.99,G,Commentaries,"2006-02-15 05:03:42"
892,"TITANIC BOONDOCK","A Brilliant Reflection of a Feminist And a Dog who must Fight a Boy in A Baloon Factory",2006,1,NULL,3,4.99,104,18.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
894,"TOMATOES HELLFIGHTERS","A Thoughtful Epistle of a Madman And a Astronaut who must Overcome a Monkey in A Shark Tank",2006,1,NULL,6,0.99,68,23.99,PG,"Behind the Scenes","2006-02-15 05:03:42"
908,"TRAP GUYS","A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert",2006,1,NULL,3,4.99,110,11.99,G,"Commentaries,Behind the Scenes","2006-02-15 05:03:42"
909,"TREASURE COMMAND","A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California",2006,1,NULL,3,0.99,102,28.99,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
911,"TRIP NEWTON","A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park",2006,1,NULL,7,4.99,64,14.99,PG-13,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
912,"TROJAN TOMORROW","A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India",2006,1,NULL,3,2.99,52,9.99,PG,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
913,"TROOPERS METAL","A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin",2006,1,NULL,3,0.99,115,20.99,R,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
914,"TROUBLE DATE","A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan",2006,1,NULL,6,2.99,61,13.99,PG,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
920,"UNBREAKABLE KARATE","A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia",2006,1,NULL,3,0.99,62,16.99,G,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
922,"UNDEFEATED DALMATIONS","A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park",2006,1,NULL,7,4.99,107,22.99,PG-13,Commentaries,"2006-02-15 05:03:42"
926,"UNTOUCHABLES SUNRISE","A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House",2006,1,NULL,5,2.99,120,11.99,NC-17,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
940,"VICTORY ACADEMY","A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert",2006,1,NULL,6,0.99,64,19.99,PG-13,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
947,"VISION TORQUE","A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank",2006,1,NULL,5,0.99,59,16.99,PG-13,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
953,"WAIT CIDER","A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse",2006,1,NULL,3,0.99,112,9.99,PG-13,Trailers,"2006-02-15 05:03:42"
956,"WANDA CHAMBER","A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback",2006,1,NULL,7,4.99,107,23.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
964,"WATERFRONT DELIVERANCE","A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria",2006,1,NULL,4,4.99,61,17.99,G,"Behind the Scenes","2006-02-15 05:03:42"
965,"WATERSHIP FRONTIER","A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia",2006,1,NULL,6,0.99,112,28.99,G,Commentaries,"2006-02-15 05:03:42"
966,"WEDDING APOLLO","A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft",2006,1,NULL,3,0.99,70,14.99,PG,Trailers,"2006-02-15 05:03:42"
970,"WESTWARD SEABISCUIT","A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China",2006,1,NULL,7,0.99,52,11.99,NC-17,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
971,"WHALE BIKINI","A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention",2006,1,NULL,4,4.99,109,11.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
972,"WHISPERER GIANT","A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan",2006,1,NULL,4,4.99,59,24.99,PG-13,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
976,"WIND PHANTOM","A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft",2006,1,NULL,6,0.99,111,12.99,R,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
979,"WITCHES PANIC","A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria",2006,1,NULL,6,4.99,100,10.99,NC-17,"Commentaries,Behind the Scenes","2006-02-15 05:03:42"
981,"WOLVES DESIRE","A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse",2006,1,NULL,7,0.99,55,13.99,NC-17,"Behind the Scenes","2006-02-15 05:03:42"
983,"WON DARES","A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat",2006,1,NULL,7,2.99,105,18.99,PG,"Behind the Scenes","2006-02-15 05:03:42"
985,"WONDERLAND CHRISTMAS","A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station",2006,1,NULL,4,4.99,111,19.99,PG,Commentaries,"2006-02-15 05:03:42"
987,"WORDS HUNTER","A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention",2006,1,NULL,3,2.99,116,13.99,PG,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42"
994,"WYOMING STORM","A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat",2006,1,NULL,6,4.99,100,29.99,PG-13,"Deleted Scenes","2006-02-15 05:03:42"
998,"ZHIVAGO CORE","A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies",2006,1,NULL,6,0.99,105,10.99,NC-17,"Deleted Scenes","2006-02-15 05:03:42"
999,"ZOOLANDER FICTION","A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China",2006,1,NULL,5,2.99,101,28.99,R,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
1000,"ZORRO ARK","A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery",2006,1,NULL,3,4.99,50,18.99,NC-17,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
